pick,player,position,team,season,team_right,position_right,depth_chart_position,jersey_number,status,first_name,last_name,birth_date,height,weight,college,player_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,ngs_position,week,game_type,status_description_abbr,football_name,draft_number
39,Marvin Harrison Jr.,WR,Ben Gretch,2024,ARI,WR,WR,18,ACT,Marvin,Harrison,2002-08-11,76.0,205,Ohio State,00-0039849,4432708,e8da21a8-796d-48a2-b644-57d08983ae01,40893,17674,,HarrMa09,,11628,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o6hg5zeofmxvzjjpo2sf",HAR648677,57125,32004841-5264-8677-2fca-6edc0b245f94,2024,2024,ARI,WR,18,REG,A01,Marvin,4
46,Chuba Hubbard,RB,Ray Garvin,2021,CAR,RB,RB,30,ACT,Chuba,Hubbard,1999-06-11,73.0,207,Oklahoma State,00-0036555,4241416,32205e74-b23f-420a-b312-465b29260745,33514,15242,57373,HubbCh01,,7594,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nkitu0vqly1r1vreldfn",HUB179324,53555,32004855-4217-9324-a63d-319921de85bb,2021,2021,CAR,RB,18,REG,A01,Chuba,126
128,Rachaad White,RB,Dave Kluge,2022,TB,RB,RB,29,ACT,Rachaad,White,1999-01-12,72.0,210,Arizona State,00-0037256,4697815,4d3f2f57-215c-4cb4-bf75-a7ecdcdded70,,15802,,,,8136,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hls9krnjkudneprlkqxh",WHI393110,54556,32005748-4939-3110-903e-6b6c868dd3ab,2022,2022,TB,RB,19,WC,A01,Rachaad,91
75,Jerry Jeudy,WR,Ray Garvin,2020,DEN,WR,WR,10,ACT,Jerry,Jeudy,1999-04-24,73.0,192,Alabama,00-0036407,4241463,eaaa4a61-c2a7-4926-8e9b-3ec71be2f991,32685,14458,61103,JeudJe00,21692,6783,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fvdnrep98wisgfokxqar",JEU415291,52423,32004a45-5541-5291-9f8b-8595dc100c90,2020,2020,DEN,WR,17,REG,A01,Jerry,15
138,Romeo Doubs,WR,Chris Allen,2022,GB,WR,WR,87,ACT,Romeo,Doubs,2000-04-13,74.0,200,Nevada,00-0037816,4361432,5f559fde-3a5f-4df6-99a2-cd1a4b103c68,,16027,,,,8121,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wciz0bsjd4bedpiwggog",DOU043165,54597,3200444f-5504-3165-5639-a63528da6f6e,2022,2022,GB,WR,18,REG,A01,Romeo,132
73,Jayden Reed,WR,Matt Harmon,2023,GB,WR,WR,11,ACT,Jayden,Reed,2000-04-28,71.0,190,Michigan State,00-0039146,,23a306bc-5f77-4574-a575-bd599f243185,40063,16977,,ReedJa03,,10222,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hotj0rhtzqtfckgt7xue",REE263142,55915,32005245-4526-3142-e96f-a871c08a1138,2023,2023,GB,SLOT_WR,20,DIV,A01,Jayden,50
112,Roschon Johnson,RB,Ryan Heath,2023,CHI,RB,RB,23,ACT,Roschon,Johnson,2001-01-31,72.0,222,Texas,00-0039021,,e3c414c0-be8c-4807-af9c-f91d89c83e60,40162,16772,,JohnRo07,,10235,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oahmdtjp5ufvbk8dimws",JOH652931,55980,32004a4f-4865-2931-d4f5-6e3ddf27f82a,2023,2023,CHI,RB,18,REG,A01,Roschon,115
21,Rashee Rice,WR,Rich Hribar,2023,KC,WR,WR,4,ACT,Rashee,Rice,2000-04-22,73.0,203,Southern Methodist,00-0039067,,cbd73c09-da07-48b0-a0d6-f248dfa631b6,40084,16963,,RiceRa01,,10229,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zjgi60dvmj5ogvanp201",RIC152916,55920,32005249-4315-2916-ce74-9a69e469f940,2023,2023,KC,WR,22,SB,A01,Rashee,55
84,Sam LaPorta,TE,Justin Boone,2023,DET,TE,TE,87,ACT,Sam,LaPorta,2001-01-12,75.0,249,Iowa,00-0039065,,3059f1e5-1871-4458-9e90-9b9917874c61,40064,17033,,LaPoSa01,,10859,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/svqsmqhfemrnxcheh0ev",LAP640235,55899,32004c41-5064-0235-3970-b5e5514839fc,2023,2023,DET,TE,21,CON,A01,Sam,34
119,Najee Harris,RB,Ian Hartitz,2017,OAK,LB,LB,48,CUT,Najee,Harris,,73.0,220,Wagner,00-0033476,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jybb2bazgubi71yjichl",HAR493096,45364,32004841-5249-3096-8261-bb87e0b10969,2017,2017,,,17,REG,,Najee,
133,Kyle Williams,WR,Justin Boone,2008,SEA,T,,78,ACT,Kyle,Williams,1984-03-19,78.0,295,,00-0025780,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cirnolvvmxv5usvm5lhs",WIL415233,,32005749-4c41-5233-9f5f-faa5a2b16ad8,2007,2007,,,17,REG,A01,Kyle,
131,Justin Fields,QB,Derek Brown,2021,CHI,QB,QB,1,RES,Justin,Fields,1999-03-05,75.0,223,Ohio State,00-0036945,4362887,cf15be8f-9117-4531-a517-2b9c7cb3e9e1,33399,15416,82118,FielJu00,,7591,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ohjocm3hzbdvvycmm3yf",FIE769504,53440,32004649-4576-9504-963d-c33127e80752,2021,2021,CHI,,18,REG,R59,Justin,11
44,Mike Evans,WR,Jennifer Eakins,2014,TB,WR,,13,ACT,Mike,Evans,1993-08-21,77.0,231,Texas A&amp;M,00-0031408,16737,c48c21d9-0ae5-478c-ad34-30a660cfa9b8,27535,9253,8642,EvanMi00,16597,2216,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w6eq27k2xs8vawwgkzbl",EVA534309,41233,32004556-4153-4309-b2ed-6b8233f6fea5,2014,2014,TB,,17,REG,A01,Mike,7
5,Saquon Barkley,RB,Jennifer Eakins,2018,NYG,RB,RB,26,ACT,Saquon,Barkley,1997-02-09,72.0,223,Penn State,00-0034844,3929630,9811b753-347c-467a-b3cb-85937e71e2b9,30972,12507,45791,BarkSa00,19766,4866,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yimxr0tykw7u3aogj60u",BAR192674,46208,32004241-5219-2674-af43-1519254e563d,2018,2018,NYG,RB,17,REG,A01,Saquon,2
71,Chris Godwin,WR,Ian Hartitz,2017,TB,WR,WR,12,ACT,Rod,Godwin,1996-02-27,73.0,209,Penn State,00-0033921,3116165,baa61bb5-f8d0-4f90-bbe2-028576b8d33d,30197,11718,11839,GodwCh00,18880,4037,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gv8mcd9ndaqdud3yeooe",GOD549393,44896,3200474f-4454-9393-6eec-24189dd66641,2017,2017,TB,WR,17,REG,A01,Chris,84
124,Isaac Guerendo,RB,Rich Hribar,2024,SF,RB,RB,31,ACT,Isaac,Guerendo,2000-06-28,72.0,225,Louisville,00-0039363,4372561,eac64b21-6e9e-447a-bf18-8a00b5c12871,40998,17947,,GuerIs00,,11651,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vi0oa4oajc6ecgzr8l08",GUE547677,57250,32004755-4554-7677-8f5d-c4e05fdb16a1,2024,2024,SF,RB,18,REG,A01,Isaac,129
107,Tre Harris,WR,Derek Brown,2025,LAC,WR,WR,9,ACT,Cleveland,Harris,2002-02-28,75.0,204,Mississippi; Louisiana Tech,00-0040727,4686612,a45328a1-7d0e-451a-8176-ea30f0e1c86f,,18478,122676,HarrTr03,25925,12509,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vfjekjvrfpbmskmuwoz9",HAR549958,58260,32004841-5254-9958-4dd2-0e73024370c7,2025,2025,LAC,WR,19,WC,A01,Tre,55
120,Tucker Kraft,TE,Matt Harmon,2023,GB,TE,TE,85,ACT,Tucker,Kraft,2000-11-03,77.0,255,South Dakota State,00-0038996,,3a084c5f-6b9f-4703-a0c7-1566bc4b1129,40102,16649,,KrafTu00,,9484,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bqr4k70qy6r6lppb2kue",KRA144054,55943,32004b52-4114-4054-e146-c099ad4f2842,2023,2023,GB,TE,20,DIV,A01,Tucker,78
65,D'Andre Swift,RB,Dave Kluge,2020,DET,RB,RB,32,ACT,D'Andre,Swift,1999-01-14,69.0,211,Georgia,00-0036275,4259545,cc4b5f58-a11c-4450-a1df-617ad88336e4,32705,14394,57212,SwifDA00,21684,6790,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/amhsf13r1hnpo9lrn2uj",SWI228476,52443,32005357-4922-8476-53db-e64aaf6e01f5,2020,2020,DET,RB,17,REG,A01,D'Andre,35
53,Courtland Sutton,WR,Jennifer Eakins,2018,DEN,WR,WR,14,ACT,Courtland,Sutton,1995-10-10,75.0,216,Southern Methodist,00-0034348,3128429,b55ae5ba-593f-4560-9cab-14e10698e01d,31010,12586,48164,SuttCo00,19800,5045,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kifp4mpoadcd1qrn3iiv",SUT333526,46109,32005355-5433-3526-b2bf-88d6b83781c0,2018,2018,DEN,WR,17,REG,A01,Courtland,40
24,Jonathan Taylor,RB,Matt Harmon,2020,IND,RB,RB,28,ACT,Jonathan,Taylor,1999-01-19,70.0,221,Wisconsin,00-0036223,4242335,925195a4-06ba-4e37-ae7d-a3d6a5419139,32711,14455,57488,TaylJo02,21682,6813,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mx6ptr3jbhx0wxo3848u",TAY431618,52449,32005441-5943-1618-c081-5dd6b2d0b829,2020,2020,IND,RB,18,WC,A01,Jonathan,41
77,Jakobi Meyers,WR,Jennifer Eakins,2019,NE,WR,WR,16,ACT,Jakobi,Meyers,1996-11-09,74.0,200,North Carolina State,00-0034960,3916433,73e194d1-a4b7-4de4-b1c2-3c24ef502918,32231,13517,47468,MeyeJa01,20876,5947,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zftpoiqvpw1jmyt5l81l",MEY171606,48097,32004d45-5917-1606-4197-8f46779fb9b7,2019,2019,,,18,WC,A01,Jakobi,
37,Kyren Williams,RB,Justin Boone,2022,LA,RB,RB,23,ACT,Kyren,Williams,2000-08-26,69.0,199,Notre Dame,00-0037840,4430737,19d44771-8f1d-4127-9b7d-230da137f15d,,15807,,,,8150,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vpmtbmdlas24gkccaffk",WIL415359,54629,32005749-4c41-5359-809b-caeaa1db84d0,2022,2022,LA,,18,REG,A01,Kyren,164
51,Joe Mixon,RB,Ray Garvin,2017,CIN,RB,RB,28,ACT,Joe,Mixon,1996-07-24,73.0,228,Oklahoma,00-0033897,3116385,7797f36e-87e8-4282-b6d2-bdb1774fc3b3,30161,11707,11803,MixoJo00,18858,4018,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pkzlqusxfp1pioew4pb3",MIX564388,44860,32004d49-5856-4388-c611-05b6fcff1d1d,2017,2017,CIN,RB,17,REG,A01,Joe,48
56,TreVeyon Henderson,RB,Dave Kluge,2025,NE,RB,RB,32,ACT,TreVeyon,Henderson,2002-10-22,70.0,212,Ohio State,00-0040734,4432710,0d9788e6-03ee-416d-8ba2-deb57037d209,,18517,145059,HendTr02,23245,12529,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cfcux3dnfmbmz3qzrnco",HEN144466,58243,32004845-4e14-4466-e552-da8f305c6946,2025,2025,NE,RB,22,SB,A01,TreVeyon,38
96,Rashid Shaheed,WR,Matt Harmon,2022,NO,WR,WR,89,ACT,Rashid,Shaheed,1998-08-31,72.0,180,Weber State,00-0037545,,e1ecc660-cc9f-11ec-952e-a10f2c98fc4d,,16560,,,,8676,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rjgvutxutdp8l4jgfofo",SHA089447,55133,32005348-4108-9447-3491-eb73ad07ef30,2022,2022,,WR,18,REG,A01,Rashid,
